Driver,Stint,Compound,GP,Year,StintLength
KVY,1,MEDIUM,Hungarian Grand Prix,2019,21
KVY,2,HARD,Hungarian Grand Prix,2019,47
RUS,1,MEDIUM,Hungarian Grand Prix,2019,16
RUS,2,HARD,Hungarian Grand Prix,2019,52
STR,1,MEDIUM,Hungarian Grand Prix,2019,16
STR,2,HARD,Hungarian Grand Prix,2019,34
STR,3,SOFT,Hungarian Grand Prix,2019,18
GIO,1,MEDIUM,Hungarian Grand Prix,2019,15
GIO,2,HARD,Hungarian Grand Prix,2019,53
KUB,1,MEDIUM,Hungarian Grand Prix,2019,18
KUB,2,HARD,Hungarian Grand Prix,2019,49
GRO,1,SOFT,Hungarian Grand Prix,2019,19
GRO,2,HARD,Hungarian Grand Prix,2019,30
GAS,1,SOFT,Belgian Grand Prix,2019,13
GAS,2,MEDIUM,Belgian Grand Prix,2019,31
PER,1,SOFT,Belgian Grand Prix,2019,15
PER,2,MEDIUM,Belgian Grand Prix,2019,29
LEC,1,SOFT,Belgian Grand Prix,2019,21
LEC,2,MEDIUM,Belgian Grand Prix,2019,23
STR,1,SOFT,Belgian Grand Prix,2019,14
STR,2,MEDIUM,Belgian Grand Prix,2019,16
STR,3,SOFT,Belgian Grand Prix,2019,14
MAG,1,SOFT,Belgian Grand Prix,2019,25
MAG,2,MEDIUM,Belgian Grand Prix,2019,18
ALB,1,MEDIUM,Belgian Grand Prix,2019,23
ALB,2,SOFT,Belgian Grand Prix,2019,21
KVY,1,MEDIUM,Belgian Grand Prix,2019,24
KVY,2,SOFT,Belgian Grand Prix,2019,20
HUL,1,SOFT,Belgian Grand Prix,2019,11
HUL,2,MEDIUM,Belgian Grand Prix,2019,20
HUL,3,SOFT,Belgian Grand Prix,2019,13
RIC,1,SOFT,Belgian Grand Prix,2019,1
RIC,2,SOFT,Belgian Grand Prix,2019,42
VER,1,SOFT,Belgian Grand Prix,2019,1
NOR,1,SOFT,Belgian Grand Prix,2019,19
NOR,2,MEDIUM,Belgian Grand Prix,2019,25
HAM,1,SOFT,Belgian Grand Prix,2019,22
HAM,2,MEDIUM,Belgian Grand Prix,2019,22
VET,1,SOFT,Belgian Grand Prix,2019,15
VET,2,MEDIUM,Belgian Grand Prix,2019,18
VET,3,SOFT,Belgian Grand Prix,2019,11
SAI,1,SOFT,Belgian Grand Prix,2019,1
RUS,1,MEDIUM,Belgian Grand Prix,2019,30
RUS,2,SOFT,Belgian Grand Prix,2019,13
RAI,1,SOFT,Belgian Grand Prix,2019,1
RAI,2,MEDIUM,Belgian Grand Prix,2019,1
RAI,3,MEDIUM,Belgian Grand Prix,2019,29
RAI,4,SOFT,Belgian Grand Prix,2019,12
BOT,1,SOFT,Belgian Grand Prix,2019,23
BOT,2,MEDIUM,Belgian Grand Prix,2019,21
GRO,1,SOFT,Belgian Grand Prix,2019,16
GRO,2,MEDIUM,Belgian Grand Prix,2019,27
KUB,1,MEDIUM,Belgian Grand Prix,2019,31
KUB,2,SOFT,Belgian Grand Prix,2019,12
GIO,1,MEDIUM,Belgian Grand Prix,2019,29
GIO,2,SOFT,Belgian Grand Prix,2019,14
GAS,1,MEDIUM,Italian Grand Prix,2019,28
GAS,2,SOFT,Italian Grand Prix,2019,24
PER,1,MEDIUM,Italian Grand Prix,2019,28
PER,2,SOFT,Italian Grand Prix,2019,25
LEC,1,SOFT,Italian Grand Prix,2019,20
LEC,2,HARD,Italian Grand Prix,2019,33
STR,1,SOFT,Italian Grand Prix,2019,15
STR,2,SOFT,Italian Grand Prix,2019,7
STR,3,MEDIUM,Italian Grand Prix,2019,30
MAG,1,SOFT,Italian Grand Prix,2019,20
MAG,2,MEDIUM,Italian Grand Prix,2019,14
MAG,3,SOFT,Italian Grand Prix,2019,9
ALB,1,SOFT,Italian Grand Prix,2019,26
ALB,2,MEDIUM,Italian Grand Prix,2019,27
KVY,1,MEDIUM,Italian Grand Prix,2019,28
KVY,2,SOFT,Italian Grand Prix,2019,2
HUL,1,SOFT,Italian Grand Prix,2019,29
HUL,2,MEDIUM,Italian Grand Prix,2019,24
RIC,1,SOFT,Italian Grand Prix,2019,30
RIC,2,MEDIUM,Italian Grand Prix,2019,23
VER,1,MEDIUM,Italian Grand Prix,2019,1
VER,2,SOFT,Italian Grand Prix,2019,26
VER,3,MEDIUM,Italian Grand Prix,2019,26
NOR,1,MEDIUM,Italian Grand Prix,2019,23
NOR,2,HARD,Italian Grand Prix,2019,29
HAM,1,SOFT,Italian Grand Prix,2019,19
HAM,2,MEDIUM,Italian Grand Prix,2019,30
HAM,3,SOFT,Italian Grand Prix,2019,4
VET,1,SOFT,Italian Grand Prix,2019,6
VET,2,HARD,Italian Grand Prix,2019,6
VET,3,HARD,Italian Grand Prix,2019,29
VET,4,MEDIUM,Italian Grand Prix,2019,11
SAI,1,SOFT,Italian Grand Prix,2019,27
RUS,1,MEDIUM,Italian Grand Prix,2019,23
RUS,2,HARD,Italian Grand Prix,2019,29
RAI,1,MEDIUM,Italian Grand Prix,2019,19
RAI,2,MEDIUM,Italian Grand Prix,2019,7
RAI,3,SOFT,Italian Grand Prix,2019,26
BOT,1,SOFT,Italian Grand Prix,2019,27
BOT,2,MEDIUM,Italian Grand Prix,2019,26
GRO,1,SOFT,Italian Grand Prix,2019,7
GRO,2,MEDIUM,Italian Grand Prix,2019,22
GRO,3,SOFT,Italian Grand Prix,2019,23
KUB,1,MEDIUM,Italian Grand Prix,2019,29
KUB,2,SOFT,Italian Grand Prix,2019,15
KUB,3,MEDIUM,Italian Grand Prix,2019,7
GIO,1,SOFT,Italian Grand Prix,2019,21
GIO,2,MEDIUM,Italian Grand Prix,2019,31
GAS,1,HARD,Singapore Grand Prix,2019,32
GAS,2,MEDIUM,Singapore Grand Prix,2019,29
PER,1,MEDIUM,Singapore Grand Prix,2019,13
PER,2,HARD,Singapore Grand Prix,2019,30
LEC,1,SOFT,Singapore Grand Prix,2019,20
LEC,2,HARD,Singapore Grand Prix,2019,41
STR,1,MEDIUM,Singapore Grand Prix,2019,31
STR,2,HARD,Singapore Grand Prix,2019,10
STR,3,SOFT,Singapore Grand Prix,2019,3
STR,4,SOFT,Singapore Grand Prix,2019,17
MAG,1,MEDIUM,Singapore Grand Prix,2019,18
MAG,2,HARD,Singapore Grand Prix,2019,38
MAG,3,SOFT,Singapore Grand Prix,2019,5
ALB,1,SOFT,Singapore Grand Prix,2019,20
ALB,2,HARD,Singapore Grand Prix,2019,41
KVY,1,MEDIUM,Singapore Grand Prix,2019,12
KVY,2,HARD,Singapore Grand Prix,2019,24
KVY,3,SOFT,Singapore Grand Prix,2019,25
HUL,1,SOFT,Singapore Grand Prix,2019,1
HUL,2,HARD,Singapore Grand Prix,2019,35
HUL,3,MEDIUM,Singapore Grand Prix,2019,25
RIC,1,MEDIUM,Singapore Grand Prix,2019,34
RIC,2,HARD,Singapore Grand Prix,2019,27
VER,1,SOFT,Singapore Grand Prix,2019,19
VER,2,HARD,Singapore Grand Prix,2019,42
NOR,1,SOFT,Singapore Grand Prix,2019,20
NOR,2,HARD,Singapore Grand Prix,2019,41
HAM,1,SOFT,Singapore Grand Prix,2019,26
HAM,2,HARD,Singapore Grand Prix,2019,35
VET,1,SOFT,Singapore Grand Prix,2019,19
VET,2,HARD,Singapore Grand Prix,2019,42
SAI,1,SOFT,Singapore Grand Prix,2019,1
SAI,2,HARD,Singapore Grand Prix,2019,34
SAI,3,MEDIUM,Singapore Grand Prix,2019,26
RUS,1,MEDIUM,Singapore Grand Prix,2019,1
RUS,2,HARD,Singapore Grand Prix,2019,34
RAI,1,MEDIUM,Singapore Grand Prix,2019,15
RAI,2,HARD,Singapore Grand Prix,2019,35
BOT,1,SOFT,Singapore Grand Prix,2019,22
BOT,2,HARD,Singapore Grand Prix,2019,39
GRO,1,MEDIUM,Singapore Grand Prix,2019,23
GRO,2,HARD,Singapore Grand Prix,2019,12
GRO,3,SOFT,Singapore Grand Prix,2019,26
KUB,1,MEDIUM,Singapore Grand Prix,2019,21
KUB,2,HARD,Singapore Grand Prix,2019,23
KUB,3,MEDIUM,Singapore Grand Prix,2019,17
GIO,1,MEDIUM,Singapore Grand Prix,2019,34
GIO,2,HARD,Singapore Grand Prix,2019,2
GIO,3,SOFT,Singapore Grand Prix,2019,25
HAM,1,MEDIUM,Russian Grand Prix,2019,28
HAM,2,SOFT,Russian Grand Prix,2019,25
BOT,1,MEDIUM,Russian Grand Prix,2019,28
BOT,2,SOFT,Russian Grand Prix,2019,25
LEC,1,SOFT,Russian Grand Prix,2019,22
LEC,2,MEDIUM,Russian Grand Prix,2019,9
LEC,3,SOFT,Russian Grand Prix,2019,22
VER,1,SOFT,Russian Grand Prix,2019,28
VER,2,MEDIUM,Russian Grand Prix,2019,25
ALB,1,MEDIUM,Russian Grand Prix,2019,29
ALB,2,SOFT,Russian Grand Prix,2019,24
SAI,1,SOFT,Russian Grand Prix,2019,21
SAI,2,MEDIUM,Russian Grand Prix,2019,32
PER,1,SOFT,Russian Grand Prix,2019,23
PER,2,MEDIUM,Russian Grand Prix,2019,30
NOR,1,SOFT,Russian Grand Prix,2019,20
NOR,2,MEDIUM,Russian Grand Prix,2019,33
MAG,1,SOFT,Russian Grand Prix,2019,27
MAG,2,MEDIUM,Russian Grand Prix,2019,26
HUL,1,SOFT,Russian Grand Prix,2019,16
HUL,2,MEDIUM,Russian Grand Prix,2019,13
HUL,3,SOFT,Russian Grand Prix,2019,24
STR,1,MEDIUM,Russian Grand Prix,2019,27
STR,2,SOFT,Russian Grand Prix,2019,26
KVY,1,HARD,Russian Grand Prix,2019,27
KVY,2,SOFT,Russian Grand Prix,2019,3
KVY,3,SOFT,Russian Grand Prix,2019,23
RAI,1,MEDIUM,Russian Grand Prix,2019,9
RAI,2,MEDIUM,Russian Grand Prix,2019,18
RAI,3,SOFT,Russian Grand Prix,2019,26
GAS,1,MEDIUM,Russian Grand Prix,2019,26
GAS,2,SOFT,Russian Grand Prix,2019,27
GIO,1,SOFT,Russian Grand Prix,2019,2
GIO,2,HARD,Russian Grand Prix,2019,25
GIO,3,MEDIUM,Russian Grand Prix,2019,26
KUB,1,MEDIUM,Russian Grand Prix,2019,1
KUB,2,HARD,Russian Grand Prix,2019,1
KUB,3,MEDIUM,Russian Grand Prix,2019,26
RUS,1,MEDIUM,Russian Grand Prix,2019,27
VET,1,SOFT,Russian Grand Prix,2019,26
RIC,1,SOFT,Russian Grand Prix,2019,1
RIC,2,MEDIUM,Russian Grand Prix,2019,23
GRO,1,SOFT,Russian Grand Prix,2019,1
GAS,1,SOFT,Japanese Grand Prix,2019,18
GAS,2,MEDIUM,Japanese Grand Prix,2019,34
PER,1,SOFT,Japanese Grand Prix,2019,19
PER,2,MEDIUM,Japanese Grand Prix,2019,22
PER,3,SOFT,Japanese Grand Prix,2019,11
LEC,1,SOFT,Japanese Grand Prix,2019,3
LEC,2,MEDIUM,Japanese Grand Prix,2019,22
LEC,3,SOFT,Japanese Grand Prix,2019,21
LEC,4,SOFT,Japanese Grand Prix,2019,6
STR,1,SOFT,Japanese Grand Prix,2019,18
STR,2,MEDIUM,Japanese Grand Prix,2019,34
MAG,1,MEDIUM,Japanese Grand Prix,2019,17
MAG,2,HARD,Japanese Grand Prix,2019,30
MAG,3,SOFT,Japanese Grand Prix,2019,5
ALB,1,SOFT,Japanese Grand Prix,2019,15
ALB,2,MEDIUM,Japanese Grand Prix,2019,19
ALB,3,SOFT,Japanese Grand Prix,2019,19
KVY,1,SOFT,Japanese Grand Prix,2019,27
KVY,2,MEDIUM,Japanese Grand Prix,2019,25
HUL,1,SOFT,Japanese Grand Prix,2019,19
HUL,2,MEDIUM,Japanese Grand Prix,2019,33
RIC,1,MEDIUM,Japanese Grand Prix,2019,29
RIC,2,SOFT,Japanese Grand Prix,2019,23
VER,1,SOFT,Japanese Grand Prix,2019,14
NOR,1,SOFT,Japanese Grand Prix,2019,4
NOR,2,MEDIUM,Japanese Grand Prix,2019,21
NOR,3,HARD,Japanese Grand Prix,2019,27
HAM,1,SOFT,Japanese Grand Prix,2019,21
HAM,2,MEDIUM,Japanese Grand Prix,2019,21
HAM,3,SOFT,Japanese Grand Prix,2019,11
VET,1,SOFT,Japanese Grand Prix,2019,16
VET,2,SOFT,Japanese Grand Prix,2019,15
VET,3,MEDIUM,Japanese Grand Prix,2019,22
SAI,1,SOFT,Japanese Grand Prix,2019,26
SAI,2,MEDIUM,Japanese Grand Prix,2019,27
RUS,1,MEDIUM,Japanese Grand Prix,2019,25
RUS,2,HARD,Japanese Grand Prix,2019,26
RAI,1,MEDIUM,Japanese Grand Prix,2019,15
RAI,2,HARD,Japanese Grand Prix,2019,21
RAI,3,SOFT,Japanese Grand Prix,2019,16
BOT,1,SOFT,Japanese Grand Prix,2019,17
BOT,2,MEDIUM,Japanese Grand Prix,2019,19
BOT,3,SOFT,Japanese Grand Prix,2019,17
GRO,1,SOFT,Japanese Grand Prix,2019,16
GRO,2,HARD,Japanese Grand Prix,2019,36
KUB,1,MEDIUM,Japanese Grand Prix,2019,22
KUB,2,HARD,Japanese Grand Prix,2019,11
KUB,3,MEDIUM,Japanese Grand Prix,2019,18
GIO,1,MEDIUM,Japanese Grand Prix,2019,18
GIO,2,HARD,Japanese Grand Prix,2019,31
GIO,3,SOFT,Japanese Grand Prix,2019,3
HAM,1,MEDIUM,Mexican Grand Prix,2019,23
HAM,2,HARD,Mexican Grand Prix,2019,48
VET,1,MEDIUM,Mexican Grand Prix,2019,37
VET,2,HARD,Mexican Grand Prix,2019,34
BOT,1,MEDIUM,Mexican Grand Prix,2019,36
BOT,2,HARD,Mexican Grand Prix,2019,35
LEC,1,MEDIUM,Mexican Grand Prix,2019,15
LEC,2,MEDIUM,Mexican Grand Prix,2019,28
LEC,3,HARD,Mexican Grand Prix,2019,28
ALB,1,MEDIUM,Mexican Grand Prix,2019,14
ALB,2,MEDIUM,Mexican Grand Prix,2019,30
ALB,3,HARD,Mexican Grand Prix,2019,27
VER,1,MEDIUM,Mexican Grand Prix,2019,5
VER,2,HARD,Mexican Grand Prix,2019,66
PER,1,MEDIUM,Mexican Grand Prix,2019,20
PER,2,HARD,Mexican Grand Prix,2019,51
RIC,1,HARD,Mexican Grand Prix,2019,50
RIC,2,MEDIUM,Mexican Grand Prix,2019,21
GAS,1,SOFT,Mexican Grand Prix,2019,9
GAS,2,HARD,Mexican Grand Prix,2019,40
GAS,3,MEDIUM,Mexican Grand Prix,2019,21
HUL,1,MEDIUM,Mexican Grand Prix,2019,18
HUL,2,HARD,Mexican Grand Prix,2019,52
KVY,1,SOFT,Mexican Grand Prix,2019,10
KVY,2,HARD,Mexican Grand Prix,2019,34
KVY,3,MEDIUM,Mexican Grand Prix,2019,26
STR,1,MEDIUM,Mexican Grand Prix,2019,37
STR,2,HARD,Mexican Grand Prix,2019,33
SAI,1,SOFT,Mexican Grand Prix,2019,15
SAI,2,HARD,Mexican Grand Prix,2019,20
SAI,3,MEDIUM,Mexican Grand Prix,2019,35
GIO,1,MEDIUM,Mexican Grand Prix,2019,21
GIO,2,HARD,Mexican Grand Prix,2019,49
MAG,1,MEDIUM,Mexican Grand Prix,2019,28
MAG,2,HARD,Mexican Grand Prix,2019,41
RUS,1,MEDIUM,Mexican Grand Prix,2019,22
RUS,2,HARD,Mexican Grand Prix,2019,47
GRO,1,MEDIUM,Mexican Grand Prix,2019,37
GRO,2,HARD,Mexican Grand Prix,2019,32
KUB,1,MEDIUM,Mexican Grand Prix,2019,21
KUB,2,HARD,Mexican Grand Prix,2019,39
KUB,3,MEDIUM,Mexican Grand Prix,2019,9
RAI,1,MEDIUM,Mexican Grand Prix,2019,15
RAI,2,HARD,Mexican Grand Prix,2019,37
RAI,3,MEDIUM,Mexican Grand Prix,2019,6
NOR,1,SOFT,Mexican Grand Prix,2019,12
NOR,2,HARD,Mexican Grand Prix,2019,36
GAS,1,SOFT,United States Grand Prix,2019,19
GAS,2,HARD,United States Grand Prix,2019,34
GAS,3,SOFT,United States Grand Prix,2019,1
PER,1,MEDIUM,United States Grand Prix,2019,24
PER,2,HARD,United States Grand Prix,2019,31
LEC,1,MEDIUM,United States Grand Prix,2019,20
LEC,2,HARD,United States Grand Prix,2019,22
LEC,3,SOFT,United States Grand Prix,2019,14
STR,1,MEDIUM,United States Grand Prix,2019,9
STR,2,HARD,United States Grand Prix,2019,20
STR,3,SOFT,United States Grand Prix,2019,26
MAG,1,MEDIUM,United States Grand Prix,2019,18
MAG,2,HARD,United States Grand Prix,2019,22
MAG,3,SOFT,United States Grand Prix,2019,13
ALB,1,SOFT,United States Grand Prix,2019,1
ALB,2,MEDIUM,United States Grand Prix,2019,19
ALB,3,MEDIUM,United States Grand Prix,2019,20
ALB,4,SOFT,United States Grand Prix,2019,16
KVY,1,HARD,United States Grand Prix,2019,21
KVY,2,MEDIUM,United States Grand Prix,2019,18
KVY,3,SOFT,United States Grand Prix,2019,16
HUL,1,HARD,United States Grand Prix,2019,27
HUL,2,MEDIUM,United States Grand Prix,2019,12
HUL,3,SOFT,United States Grand Prix,2019,16
RIC,1,SOFT,United States Grand Prix,2019,21
RIC,2,HARD,United States Grand Prix,2019,35
VER,1,MEDIUM,United States Grand Prix,2019,13
VER,2,HARD,United States Grand Prix,2019,21
VER,3,MEDIUM,United States Grand Prix,2019,22
NOR,1,SOFT,United States Grand Prix,2019,19
NOR,2,HARD,United States Grand Prix,2019,23
NOR,3,MEDIUM,United States Grand Prix,2019,14
HAM,1,MEDIUM,United States Grand Prix,2019,24
HAM,2,HARD,United States Grand Prix,2019,32
VET,1,MEDIUM,United States Grand Prix,2019,8
SAI,1,SOFT,United States Grand Prix,2019,18
SAI,2,HARD,United States Grand Prix,2019,37
RUS,1,MEDIUM,United States Grand Prix,2019,23
RUS,2,HARD,United States Grand Prix,2019,23
RUS,3,SOFT,United States Grand Prix,2019,8
RAI,1,SOFT,United States Grand Prix,2019,18
RAI,2,HARD,United States Grand Prix,2019,22
RAI,3,SOFT,United States Grand Prix,2019,15
BOT,1,MEDIUM,United States Grand Prix,2019,14
BOT,2,HARD,United States Grand Prix,2019,21
BOT,3,MEDIUM,United States Grand Prix,2019,21
GRO,1,MEDIUM,United States Grand Prix,2019,24
GRO,2,HARD,United States Grand Prix,2019,31
KUB,1,MEDIUM,United States Grand Prix,2019,11
KUB,2,HARD,United States Grand Prix,2019,20
GIO,1,MEDIUM,United States Grand Prix,2019,17
GIO,2,HARD,United States Grand Prix,2019,22
GIO,3,SOFT,United States Grand Prix,2019,16
GAS,1,SOFT,Brazilian Grand Prix,2019,22
GAS,2,MEDIUM,Brazilian Grand Prix,2019,25
GAS,3,SOFT,Brazilian Grand Prix,2019,24
PER,1,SOFT,Brazilian Grand Prix,2019,17
PER,2,MEDIUM,Brazilian Grand Prix,2019,28
PER,3,SOFT,Brazilian Grand Prix,2019,26
LEC,1,MEDIUM,Brazilian Grand Prix,2019,29
LEC,2,HARD,Brazilian Grand Prix,2019,25
LEC,3,SOFT,Brazilian Grand Prix,2019,12
STR,1,SOFT,Brazilian Grand Prix,2019,28
STR,2,MEDIUM,Brazilian Grand Prix,2019,25
STR,3,SOFT,Brazilian Grand Prix,2019,13
MAG,1,SOFT,Brazilian Grand Prix,2019,27
MAG,2,MEDIUM,Brazilian Grand Prix,2019,26
MAG,3,SOFT,Brazilian Grand Prix,2019,18
ALB,1,SOFT,Brazilian Grand Prix,2019,24
ALB,2,MEDIUM,Brazilian Grand Prix,2019,26
ALB,3,SOFT,Brazilian Grand Prix,2019,21
KVY,1,MEDIUM,Brazilian Grand Prix,2019,23
KVY,2,SOFT,Brazilian Grand Prix,2019,23
KVY,3,SOFT,Brazilian Grand Prix,2019,25
HUL,1,MEDIUM,Brazilian Grand Prix,2019,27
HUL,2,HARD,Brazilian Grand Prix,2019,17
HUL,3,SOFT,Brazilian Grand Prix,2019,9
HUL,4,SOFT,Brazilian Grand Prix,2019,18
RIC,1,MEDIUM,Brazilian Grand Prix,2019,8
RIC,2,SOFT,Brazilian Grand Prix,2019,32
RIC,3,SOFT,Brazilian Grand Prix,2019,31
VER,1,SOFT,Brazilian Grand Prix,2019,21
VER,2,SOFT,Brazilian Grand Prix,2019,23
VER,3,MEDIUM,Brazilian Grand Prix,2019,10
VER,4,SOFT,Brazilian Grand Prix,2019,17
NOR,1,SOFT,Brazilian Grand Prix,2019,27
NOR,2,HARD,Brazilian Grand Prix,2019,26
NOR,3,MEDIUM,Brazilian Grand Prix,2019,18
HAM,1,SOFT,Brazilian Grand Prix,2019,20
HAM,2,SOFT,Brazilian Grand Prix,2019,23
HAM,3,MEDIUM,Brazilian Grand Prix,2019,23
HAM,4,SOFT,Brazilian Grand Prix,2019,5
VET,1,SOFT,Brazilian Grand Prix,2019,25
VET,2,MEDIUM,Brazilian Grand Prix,2019,24
VET,3,SOFT,Brazilian Grand Prix,2019,17
SAI,1,SOFT,Brazilian Grand Prix,2019,29
SAI,2,MEDIUM,Brazilian Grand Prix,2019,42
RUS,1,MEDIUM,Brazilian Grand Prix,2019,23
RUS,2,MEDIUM,Brazilian Grand Prix,2019,31
RUS,3,SOFT,Brazilian Grand Prix,2019,12
RUS,4,SOFT,Brazilian Grand Prix,2019,5
RAI,1,SOFT,Brazilian Grand Prix,2019,21
RAI,2,MEDIUM,Brazilian Grand Prix,2019,26
RAI,3,SOFT,Brazilian Grand Prix,2019,24
BOT,1,SOFT,Brazilian Grand Prix,2019,26
BOT,2,HARD,Brazilian Grand Prix,2019,15
BOT,3,MEDIUM,Brazilian Grand Prix,2019,11
GRO,1,SOFT,Brazilian Grand Prix,2019,26
GRO,2,MEDIUM,Brazilian Grand Prix,2019,39
GRO,3,SOFT,Brazilian Grand Prix,2019,6
KUB,1,MEDIUM,Brazilian Grand Prix,2019,20
KUB,2,MEDIUM,Brazilian Grand Prix,2019,16
KUB,3,HARD,Brazilian Grand Prix,2019,17
KUB,4,SOFT,Brazilian Grand Prix,2019,13
KUB,5,SOFT,Brazilian Grand Prix,2019,4
GIO,1,SOFT,Brazilian Grand Prix,2019,20
GIO,2,MEDIUM,Brazilian Grand Prix,2019,26
GIO,3,SOFT,Brazilian Grand Prix,2019,25
HAM,1,MEDIUM,Abu Dhabi Grand Prix,2019,26
HAM,2,HARD,Abu Dhabi Grand Prix,2019,29
VER,1,MEDIUM,Abu Dhabi Grand Prix,2019,25
VER,2,HARD,Abu Dhabi Grand Prix,2019,30
LEC,1,MEDIUM,Abu Dhabi Grand Prix,2019,12
LEC,2,HARD,Abu Dhabi Grand Prix,2019,26
LEC,3,SOFT,Abu Dhabi Grand Prix,2019,17
BOT,1,MEDIUM,Abu Dhabi Grand Prix,2019,29
BOT,2,HARD,Abu Dhabi Grand Prix,2019,26
VET,1,SOFT,Abu Dhabi Grand Prix,2019,12
VET,2,HARD,Abu Dhabi Grand Prix,2019,26
VET,3,MEDIUM,Abu Dhabi Grand Prix,2019,17
ALB,1,MEDIUM,Abu Dhabi Grand Prix,2019,13
ALB,2,HARD,Abu Dhabi Grand Prix,2019,42
PER,1,MEDIUM,Abu Dhabi Grand Prix,2019,37
PER,2,HARD,Abu Dhabi Grand Prix,2019,17
NOR,1,SOFT,Abu Dhabi Grand Prix,2019,8
NOR,2,HARD,Abu Dhabi Grand Prix,2019,46
KVY,1,HARD,Abu Dhabi Grand Prix,2019,40
KVY,2,MEDIUM,Abu Dhabi Grand Prix,2019,14
SAI,1,SOFT,Abu Dhabi Grand Prix,2019,12
SAI,2,HARD,Abu Dhabi Grand Prix,2019,29
SAI,3,MEDIUM,Abu Dhabi Grand Prix,2019,13
RIC,1,SOFT,Abu Dhabi Grand Prix,2019,11
RIC,2,HARD,Abu Dhabi Grand Prix,2019,31
RIC,3,SOFT,Abu Dhabi Grand Prix,2019,12
HUL,1,SOFT,Abu Dhabi Grand Prix,2019,18
HUL,2,MEDIUM,Abu Dhabi Grand Prix,2019,36
RAI,1,MEDIUM,Abu Dhabi Grand Prix,2019,22
RAI,2,HARD,Abu Dhabi Grand Prix,2019,32
MAG,1,MEDIUM,Abu Dhabi Grand Prix,2019,20
MAG,2,HARD,Abu Dhabi Grand Prix,2019,34
GRO,1,MEDIUM,Abu Dhabi Grand Prix,2019,18
GRO,2,HARD,Abu Dhabi Grand Prix,2019,36
GIO,1,SOFT,Abu Dhabi Grand Prix,2019,8
GIO,2,HARD,Abu Dhabi Grand Prix,2019,18
GIO,3,MEDIUM,Abu Dhabi Grand Prix,2019,28
RUS,1,HARD,Abu Dhabi Grand Prix,2019,32
RUS,2,MEDIUM,Abu Dhabi Grand Prix,2019,22
GAS,1,MEDIUM,Abu Dhabi Grand Prix,2019,1
GAS,2,HARD,Abu Dhabi Grand Prix,2019,52
KUB,1,HARD,Abu Dhabi Grand Prix,2019,24
KUB,2,MEDIUM,Abu Dhabi Grand Prix,2019,29
STR,1,MEDIUM,Abu Dhabi Grand Prix,2019,5
STR,2,HARD,Abu Dhabi Grand Prix,2019,18
STR,3,SOFT,Abu Dhabi Grand Prix,2019,22
GAS,1,MEDIUM,Austrian Grand Prix,2020,24
GAS,2,HARD,Austrian Grand Prix,2020,30
GAS,3,HARD,Austrian Grand Prix,2020,13
PER,1,SOFT,Austrian Grand Prix,2020,24
PER,2,MEDIUM,Austrian Grand Prix,2020,30
PER,3,MEDIUM,Austrian Grand Prix,2020,13
LEC,1,SOFT,Austrian Grand Prix,2020,24
LEC,2,HARD,Austrian Grand Prix,2020,25
LEC,3,MEDIUM,Austrian Grand Prix,2020,5
LEC,4,MEDIUM,Austrian Grand Prix,2020,13
STR,1,SOFT,Austrian Grand Prix,2020,15
MAG,1,MEDIUM,Austrian Grand Prix,2020,20
ALB,1,SOFT,Austrian Grand Prix,2020,24
ALB,2,HARD,Austrian Grand Prix,2020,25
ALB,3,SOFT,Austrian Grand Prix,2020,5
ALB,4,SOFT,Austrian Grand Prix,2020,9
KVY,1,MEDIUM,Austrian Grand Prix,2020,24
KVY,2,HARD,Austrian Grand Prix,2020,25
KVY,3,SOFT,Austrian Grand Prix,2020,5
KVY,4,SOFT,Austrian Grand Prix,2020,11
RIC,1,SOFT,Austrian Grand Prix,2020,12
OCO,1,MEDIUM,Austrian Grand Prix,2020,24
OCO,2,HARD,Austrian Grand Prix,2020,30
OCO,3,HARD,Austrian Grand Prix,2020,13
VER,1,MEDIUM,Austrian Grand Prix,2020,10
NOR,1,SOFT,Austrian Grand Prix,2020,24
NOR,2,HARD,Austrian Grand Prix,2020,25
NOR,3,MEDIUM,Austrian Grand Prix,2020,5
NOR,4,MEDIUM,Austrian Grand Prix,2020,13
HAM,1,SOFT,Austrian Grand Prix,2020,24
HAM,2,HARD,Austrian Grand Prix,2020,30
HAM,3,HARD,Austrian Grand Prix,2020,13
VET,1,MEDIUM,Austrian Grand Prix,2020,24
VET,2,HARD,Austrian Grand Prix,2020,25
VET,3,SOFT,Austrian Grand Prix,2020,5
VET,4,SOFT,Austrian Grand Prix,2020,13
SAI,1,SOFT,Austrian Grand Prix,2020,24
SAI,2,HARD,Austrian Grand Prix,2020,26
SAI,3,MEDIUM,Austrian Grand Prix,2020,4
SAI,4,MEDIUM,Austrian Grand Prix,2020,13
LAT,1,MEDIUM,Austrian Grand Prix,2020,25
LAT,2,HARD,Austrian Grand Prix,2020,25
LAT,3,SOFT,Austrian Grand Prix,2020,4
LAT,4,SOFT,Austrian Grand Prix,2020,13
RUS,1,MEDIUM,Austrian Grand Prix,2020,20
RUS,2,HARD,Austrian Grand Prix,2020,25
RAI,1,MEDIUM,Austrian Grand Prix,2020,19
RAI,2,HARD,Austrian Grand Prix,2020,27
RAI,3,SOFT,Austrian Grand Prix,2020,3
BOT,1,SOFT,Austrian Grand Prix,2020,24
